Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List,Preparation_Steps,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability
R2939,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,36,Hard,U365,Vegetarian,5,Feedback 2939,2024-03-06,Fall,Party,3,588,Dairy,13.86,229,Yes
R2940,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,65,Easy,U379,Vegan,1,Feedback 2940,2024-07-06,Winter,Lunch,1,256,Soy,13.44,50,Yes
R2941,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,35,Easy,U349,None,4,Feedback 2941,2024-04-29,Fall,Lunch,4,790,Gluten,13.27,235,No
R2942,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,30,Medium,U943,None,1,Feedback 2942,2024-01-02,Winter,Party,4,664,None,15.35,462,Yes
R2943,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,75,Medium,U434,Gluten-Free,3,Feedback 2943,2024-04-30,Spring,Dinner,3,442,None,16.85,456,Yes
R2944,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,26,Medium,U585,None,1,Feedback 2944,2024-06-06,Spring,Dinner,5,516,None,7.36,481,No
R2945,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,63,Easy,U291,Vegan,2,Feedback 2945,2024-04-26,Spring,Lunch,5,365,Soy,11.55,471,No
R2946,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,87,Medium,U780,None,2,Feedback 2946,2024-01-27,Fall,Lunch,1,359,None,6.3,253,No
R2947,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,26,Easy,U529,None,2,Feedback 2947,2024-08-07,Summer,Dinner,6,299,Gluten,14.41,463,Yes
R2948,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,36,Easy,U214,Vegan,3,Feedback 2948,2024-07-17,Summer,Lunch,6,452,Soy,5.37,123,No
R2949,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,69,Hard,U320,Vegetarian,2,Feedback 2949,2024-07-16,Summer,Dinner,4,369,Dairy,5.96,333,No
R2950,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,40,Medium,U859,Gluten-Free,4,Feedback 2950,2024-02-29,Winter,Dinner,6,778,None,17.29,195,Yes
R2951,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,38,Hard,U393,Vegetarian,3,Feedback 2951,2024-11-28,Fall,Party,6,207,Dairy,11.56,377,Yes
R2952,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,15,Medium,U399,Gluten-Free,2,Feedback 2952,2024-12-05,Winter,Casual,4,626,None,19.21,473,Yes
R2953,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,23,Medium,U568,None,3,Feedback 2953,2024-07-16,Summer,Party,1,263,None,16.94,240,Yes
R2954,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,77,Medium,U436,Gluten-Free,4,Feedback 2954,2024-04-05,Winter,Party,3,232,None,12.29,234,Yes
R2955,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,40,Medium,U494,Gluten-Free,2,Feedback 2955,2024-03-10,Summer,Dinner,3,687,None,9.69,322,Yes
R2956,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,41,Easy,U453,Vegan,2,Feedback 2956,2024-03-31,Summer,Dinner,1,464,Soy,5.46,194,No
R2957,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,16,Medium,U381,Gluten-Free,2,Feedback 2957,2024-05-03,Winter,Dinner,4,652,None,11.44,219,Yes
R2958,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,37,Medium,U263,Gluten-Free,5,Feedback 2958,2024-10-06,Spring,Lunch,4,414,None,13.01,169,No
R2959,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,38,Hard,U748,Vegetarian,4,Feedback 2959,2024-12-10,Spring,Dinner,5,665,Dairy,15.16,228,No
R2960,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,35,Easy,U288,None,2,Feedback 2960,2024-11-27,Summer,Dinner,2,258,Gluten,19.62,112,Yes
R2961,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,48,Hard,U166,Vegetarian,3,Feedback 2961,2024-10-12,Summer,Lunch,2,435,Dairy,7.39,294,No
R2962,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,88,Easy,U449,None,3,Feedback 2962,2024-01-19,Winter,Party,6,728,Gluten,18.0,221,No
R2963,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,66,Medium,U235,Gluten-Free,3,Feedback 2963,2024-03-02,Winter,Party,2,468,None,13.35,55,Yes
R2964,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,17,Hard,U167,Vegetarian,5,Feedback 2964,2024-01-15,Fall,Lunch,5,557,Dairy,19.22,180,Yes
R2965,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,32,Medium,U442,None,5,Feedback 2965,2024-07-15,Winter,Dinner,5,675,None,12.02,416,No
R2966,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,89,Easy,U566,None,3,Feedback 2966,2024-06-27,Summer,Lunch,4,608,Gluten,15.18,426,No
R2967,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,37,Medium,U275,None,5,Feedback 2967,2024-09-28,Fall,Lunch,1,217,None,9.21,144,No
R2968,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,80,Medium,U276,Gluten-Free,1,Feedback 2968,2024-03-26,Summer,Dinner,3,433,None,7.16,218,No
R2969,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,54,Hard,U531,Vegetarian,5,Feedback 2969,2024-08-02,Winter,Lunch,2,245,Dairy,17.89,396,Yes
R2970,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,26,Hard,U387,Vegetarian,2,Feedback 2970,2024-01-04,Spring,Party,2,327,Dairy,12.91,442,Yes
R2971,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,74,Easy,U640,Vegan,5,Feedback 2971,2024-12-15,Winter,Dinner,2,736,Soy,10.99,344,No
R2972,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,73,Medium,U988,Gluten-Free,2,Feedback 2972,2024-02-25,Winter,Dinner,2,603,None,10.11,405,No
R2973,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,16,Easy,U460,Vegan,5,Feedback 2973,2024-06-03,Winter,Dinner,6,487,Soy,5.76,288,No
R2974,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,71,Hard,U613,Vegetarian,1,Feedback 2974,2024-04-11,Fall,Party,6,683,Dairy,16.04,403,Yes
R2975,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,55,Medium,U509,None,4,Feedback 2975,2024-10-29,Spring,Dinner,5,565,None,7.25,477,Yes
R2976,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,39,Medium,U911,Gluten-Free,1,Feedback 2976,2024-02-17,Summer,Lunch,5,341,None,10.47,386,No
R2977,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,58,Hard,U333,Vegetarian,1,Feedback 2977,2024-01-10,Summer,Dinner,6,603,Dairy,14.21,79,Yes
R2978,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,57,Easy,U712,None,1,Feedback 2978,2024-04-20,Winter,Party,2,493,Gluten,14.52,232,No
R2979,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,35,Hard,U208,Vegetarian,2,Feedback 2979,2024-04-18,Winter,Dinner,6,641,Dairy,7.65,86,No
R2980,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,15,Easy,U305,Vegan,3,Feedback 2980,2024-03-06,Fall,Lunch,5,348,Soy,9.68,77,Yes
R2981,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,29,Easy,U196,None,5,Feedback 2981,2024-08-30,Spring,Dinner,6,340,Gluten,16.37,293,Yes
R2982,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,86,Easy,U563,None,3,Feedback 2982,2024-08-23,Spring,Lunch,1,678,Gluten,19.14,252,Yes
R2983,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,34,Hard,U574,Vegetarian,5,Feedback 2983,2024-12-29,Winter,Party,6,690,Dairy,5.71,361,No
R2984,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,19,Hard,U771,Vegetarian,4,Feedback 2984,2024-12-11,Spring,Party,6,633,Dairy,12.75,121,Yes
R2985,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,26,Easy,U199,None,5,Feedback 2985,2024-05-10,Fall,Casual,5,443,Gluten,12.63,307,No
R2986,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,53,Hard,U837,Vegetarian,2,Feedback 2986,2024-04-06,Fall,Dinner,6,385,Dairy,11.14,315,Yes
R2987,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,21,Easy,U273,Vegan,1,Feedback 2987,2024-04-15,Fall,Casual,2,630,Soy,19.01,207,Yes
R2988,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,15,Easy,U725,Vegan,1,Feedback 2988,2024-09-09,Spring,Party,4,790,Soy,11.11,145,Yes
R2989,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,16,Easy,U775,None,1,Feedback 2989,2024-04-04,Winter,Lunch,2,640,Gluten,12.17,104,No
R2990,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,20,Easy,U311,None,5,Feedback 2990,2024-09-09,Spring,Casual,6,355,Gluten,17.93,282,No
R2991,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,59,Easy,U949,None,1,Feedback 2991,2024-07-16,Summer,Dinner,4,619,Gluten,6.33,420,No
R2992,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,26,Easy,U981,None,3,Feedback 2992,2024-07-20,Summer,Party,5,657,Gluten,17.18,495,Yes
R2993,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,42,Medium,U173,Gluten-Free,5,Feedback 2993,2024-03-27,Spring,Casual,5,522,None,15.16,291,No
R2994,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,53,Easy,U611,Vegan,3,Feedback 2994,2024-01-21,Fall,Casual,5,697,Soy,14.35,406,No
R2995,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,16,Easy,U851,Vegan,1,Feedback 2995,2024-07-19,Fall,Casual,5,656,Soy,12.96,479,Yes
R2996,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,60,Medium,U130,None,3,Feedback 2996,2024-11-30,Fall,Casual,4,472,None,14.44,354,Yes
R2997,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,15,Medium,U208,None,4,Feedback 2997,2024-05-21,Spring,Lunch,6,532,None,17.17,240,No
R2998,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,40,Easy,U396,Vegan,3,Feedback 2998,2024-08-08,Summer,Casual,6,281,Soy,6.34,444,No
R2999,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,54,Easy,U334,Vegan,1,Feedback 2999,2024-03-23,Summer,Lunch,1,458,Soy,9.54,408,No
R3000,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,55,Hard,U834,Vegetarian,3,Feedback 3000,2024-08-01,Winter,Casual,6,514,Dairy,15.42,415,Yes
R3001,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,20,Easy,U251,Vegan,4,Feedback 3001,2024-07-27,Winter,Casual,2,604,Soy,14.62,380,No
R3002,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,68,Medium,U336,Gluten-Free,2,Feedback 3002,2024-12-17,Spring,Casual,5,240,None,18.0,162,Yes
R3003,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,48,Easy,U252,None,2,Feedback 3003,2024-02-15,Fall,Lunch,2,397,Gluten,10.08,289,Yes
R3004,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,16,Easy,U248,None,2,Feedback 3004,2024-02-19,Spring,Lunch,5,281,Gluten,9.71,391,Yes
R3005,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,65,Medium,U784,Gluten-Free,1,Feedback 3005,2024-08-10,Fall,Lunch,6,592,None,15.39,298,No
R3006,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,44,Easy,U657,Vegan,4,Feedback 3006,2024-06-29,Fall,Dinner,2,496,Soy,5.53,446,No
R3007,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,24,Medium,U540,Gluten-Free,5,Feedback 3007,2024-03-19,Spring,Dinner,3,203,None,17.44,461,No
R3008,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,86,Medium,U232,Gluten-Free,1,Feedback 3008,2024-06-13,Winter,Casual,6,578,None,18.66,445,No
R3009,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,28,Medium,U485,Gluten-Free,2,Feedback 3009,2024-04-29,Winter,Party,5,526,None,13.78,113,Yes
R3010,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,76,Medium,U117,None,3,Feedback 3010,2024-10-27,Fall,Dinner,3,750,None,5.71,361,Yes
R3011,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,82,Hard,U988,Vegetarian,4,Feedback 3011,2024-06-17,Winter,Casual,2,749,Dairy,18.13,309,Yes
R3012,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,30,Medium,U615,Gluten-Free,4,Feedback 3012,2024-02-17,Summer,Party,6,532,None,16.29,166,No
R3013,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,90,Easy,U134,None,1,Feedback 3013,2024-08-01,Fall,Party,2,698,Gluten,12.61,289,No
R3014,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,77,Medium,U973,Gluten-Free,3,Feedback 3014,2024-01-13,Fall,Party,3,513,None,7.79,210,No
R3015,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,42,Hard,U754,Vegetarian,2,Feedback 3015,2024-04-06,Spring,Dinner,3,795,Dairy,9.11,500,Yes
R3016,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,27,Easy,U182,Vegan,3,Feedback 3016,2024-10-14,Fall,Lunch,2,578,Soy,19.58,185,No
R3017,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,19,Easy,U241,None,1,Feedback 3017,2024-10-06,Winter,Dinner,4,382,Gluten,9.61,387,No
R3018,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,48,Easy,U840,None,1,Feedback 3018,2024-09-22,Fall,Lunch,1,433,Gluten,6.73,481,Yes
R3019,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,30,Hard,U755,Vegetarian,5,Feedback 3019,2024-04-12,Fall,Lunch,5,234,Dairy,12.33,81,Yes
R3020,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,67,Easy,U763,None,5,Feedback 3020,2024-07-27,Summer,Party,1,249,Gluten,10.69,361,Yes
R3021,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,73,Easy,U396,Vegan,5,Feedback 3021,2024-06-27,Winter,Party,4,771,Soy,18.51,181,Yes
R3022,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,21,Easy,U937,Vegan,5,Feedback 3022,2024-10-07,Winter,Casual,1,701,Soy,16.42,260,Yes
R3023,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,87,Easy,U438,None,4,Feedback 3023,2024-12-09,Winter,Casual,3,743,Gluten,11.63,133,No
R3024,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,51,Hard,U228,Vegetarian,1,Feedback 3024,2024-02-12,Winter,Lunch,5,650,Dairy,5.19,429,No
R3025,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,19,Hard,U277,Vegetarian,5,Feedback 3025,2024-01-23,Winter,Party,6,636,Dairy,17.59,482,No
R3026,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,40,Medium,U343,Gluten-Free,5,Feedback 3026,2024-08-24,Spring,Casual,3,300,None,12.06,469,No
R3027,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,72,Medium,U993,Gluten-Free,5,Feedback 3027,2024-05-06,Spring,Dinner,2,519,None,10.96,67,No
R3028,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,16,Medium,U627,Gluten-Free,4,Feedback 3028,2024-02-04,Summer,Dinner,1,639,None,19.97,440,Yes
R3029,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,84,Hard,U763,Vegetarian,5,Feedback 3029,2024-05-18,Summer,Casual,4,527,Dairy,6.75,217,No
R3030,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,27,Medium,U764,None,2,Feedback 3030,2024-03-14,Summer,Lunch,2,662,None,17.16,307,No
R3031,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,26,Medium,U624,None,4,Feedback 3031,2024-08-12,Winter,Lunch,1,585,None,19.46,430,Yes
R3032,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,26,Medium,U988,None,4,Feedback 3032,2024-09-16,Summer,Lunch,2,565,None,5.24,366,No
R3033,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,61,Medium,U736,Gluten-Free,3,Feedback 3033,2024-02-27,Spring,Party,5,305,None,17.93,67,No
R3034,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,89,Medium,U743,None,3,Feedback 3034,2024-04-25,Spring,Dinner,4,549,None,9.11,151,Yes
R3035,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,29,Hard,U738,Vegetarian,1,Feedback 3035,2024-10-14,Winter,Casual,3,368,Dairy,10.23,374,No
R3036,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,35,Medium,U545,Gluten-Free,1,Feedback 3036,2024-05-23,Fall,Lunch,4,530,None,18.2,393,Yes
R3037,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,60,Easy,U875,None,2,Feedback 3037,2024-09-20,Spring,Party,3,793,Gluten,5.79,289,No
R3038,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,22,Medium,U525,Gluten-Free,1,Feedback 3038,2024-11-01,Summer,Party,5,738,None,11.75,334,Yes
R3039,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,64,Medium,U103,Gluten-Free,5,Feedback 3039,2024-03-22,Spring,Party,3,209,None,17.57,446,Yes
R3040,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,44,Easy,U295,None,5,Feedback 3040,2024-12-03,Fall,Party,5,280,Gluten,13.16,189,No
R3041,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,56,Medium,U647,Gluten-Free,2,Feedback 3041,2024-05-02,Fall,Lunch,2,775,None,19.47,338,No
R3042,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,22,Easy,U960,Vegan,3,Feedback 3042,2024-06-01,Summer,Party,4,275,Soy,7.2,490,Yes
R3043,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,57,Medium,U691,None,3,Feedback 3043,2024-02-04,Summer,Dinner,5,207,None,9.02,488,Yes
R3044,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,73,Medium,U208,Gluten-Free,2,Feedback 3044,2024-05-22,Summer,Casual,6,787,None,6.7,318,Yes
